label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,27.516562165983487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,40.4154857500107,,,,,,,40.39966250001453,41.39898537500994,0.5,0.5,41.40591591701377,43.14894612500211,43.1542282080045,44.966258458036464,mostlygreen,green,0,1000,0,0,0,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,1,0.1,0.7,,,,,44.982130374992266,,,,,,,44.96653645799961,45.96560966700781,0.30000000000000004,0.7,45.96918870799709,47.71574691700516,47.7174193750252,48.7164686670294,allred,red,1,0,1,1,1,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,2,0.1,0.6,,,,,48.732379292021506,,,,,,,48.716712291992735,49.71568550000666,0.4,0.6,49.71917595801642,51.465727625007275,51.46746100002201,54.84970304201124,allred,red,1,1,1,0,1,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,3,0.1,0.5,,,,,54.86566154198954,,,,,,,54.849962417036295,55.84901154204272,0.5,0.5,55.85251012502704,57.59907220804598,57.60108916700119,60.09975824999856,mostlygreen,green,0,1,0,1,2,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,4,0.05,0.6,,,,,60.115564792009536,,,,,,,60.10003700002562,61.09907699999167,0.4,0.6,61.10258783301106,62.8490845420165,62.850771541998256,64.56642229203135,mostlyred,red,1,0,1,1,3,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,5,0.05,0.5499999999999999,,,,,64.58218079200014,,,,,,,64.56666958302958,65.5657447919948,0.45000000000000007,0.5499999999999999,65.56926445802674,67.31574925000314,67.31701683299616,67.93309175001923,mostlyred,red,1,1,1,0,3,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,6,0.05,0.49999999999999994,,,,,67.94890004204353,,,,,,,67.93334141699597,68.93242508301046,0.5,0.49999999999999994,68.93588854203699,70.68241050001234,70.68369633302791,71.81640037504258,mostlyred,red,1,1,1,0,3,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
,,,,,,,,,,,7,0.05,0.44999999999999996,,,,,71.83226787502645,,,,,,,71.81664733303478,72.81569495802978,0.55,0.44999999999999996,72.81914666702505,74.56567383301444,74.56737354199868,76.26653850002913,mostlyred,red,1,1,1,0,3,[],0,,,,,,,,,,,,,,,,,051926db,001,2026-05-19_10h28.58.807,priming,,2026.1.3,59.9448956503028,2026-05-19 10h28.59.119938 -0700,
