label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,27.67072970798472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,48.095793791057076,,,,,,,48.079977333021816,49.079280583013315,0.5,0.5,49.085400416050106,50.829327833023854,50.8310633750516,56.01473237504251,allgreen,green,0,1000,0,0,0,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,1,0.1,0.7,,,,,56.02930820803158,,,,,,,56.01500670803944,57.01261687499937,0.30000000000000004,0.7,57.017586791014764,58.76261775003513,58.76410616602516,60.913266083050985,mostlyred,red,1,0,1,1,1,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,2,0.1,0.6,,,,,60.92920070805121,,,,,,,60.913521166017745,61.912556250055786,0.4,0.6,61.91622937505599,63.66273808304686,63.66459370800294,65.22996895801043,mostlygreen,green,0,1,0,1,2,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,3,0.05,0.7,,,,,65.24574675003532,,,,,,,65.2302184580476,66.22926370805362,0.30000000000000004,0.7,66.23285100003704,67.97924908302957,67.98115204100031,69.96327575005125,mostlyred,red,1,0,1,1,3,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,4,0.05,0.6499999999999999,,,,,69.97922000003746,,,,,,,69.96352295804536,70.96262679103529,0.3500000000000001,0.6499999999999999,70.96621937502641,72.71274004102452,72.71433516603429,73.63020370801678,mostlyred,red,1,1,1,0,3,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,5,0.05,0.5999999999999999,,,,,73.64600004104432,,,,,,,73.63045799999963,74.62943000002997,0.40000000000000013,0.5999999999999999,74.63297708303435,76.37936054100282,76.38064225000562,77.84680845803814,mostlygreen,green,0,1,0,1,4,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,6,0.025,0.6499999999999999,,,,,77.86260620801477,,,,,,,77.84706112503773,78.84597887500422,0.3500000000000001,0.6499999999999999,78.84951195801841,80.59601470804773,80.59740470803808,81.34673062502407,mostlyred,red,1,0,1,1,5,[],0,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
,,,,,,,,,,,7,0.025,0.6249999999999999,,,,,81.36262279102812,,,,,,,81.34697758301627,82.34603462502128,0.3750000000000001,0.6249999999999999,82.34951575001469,84.09594783303328,84.09787479101215,87.91331995802466,mostlygreen,green,0,1,0,1,6,[0.6249999999999999],0.6249999999999999,,,,,,,,,,,,,,,,,042226hb,001,2026-04-22_10h17.15.378,priming,,2026.1.3,59.95554294745488,2026-04-22 10h17.15.720211 -0700,
