label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,29.55901637399802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,51.38569395802915,,,,,,,51.36978716700105,52.3689684169949,0.5,0.5,52.375834042031784,54.11895504203858,54.122611583035905,58.96974904200761,mostlyred,red,1,1000,1,0,0,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,1,0.1,0.3,,,,,58.985572375007905,,,,,,,58.970003750000615,59.9689410830033,0.7,0.3,59.972540125017986,61.71900845802156,61.720771833031904,65.5031811670051,allgreen,green,0,1,0,1,1,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,2,0.1,0.4,,,,,65.51887066703057,,,,,,,65.50342833303148,66.50236312503694,0.6,0.4,66.50590537500102,68.25229354202747,68.25370441703126,70.20311816700269,mostlyred,red,1,0,1,1,2,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,3,0.05,0.30000000000000004,,,,,70.2189855420147,,,,,,,70.20336479198886,71.20247158303391,0.7,0.30000000000000004,71.20600470801583,72.95241941703716,72.95401408302132,75.46989570802543,mostlygreen,green,0,1,0,1,3,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,4,0.05,0.35000000000000003,,,,,75.48577983299037,,,,,,,75.47015524999006,76.46911695803283,0.6499999999999999,0.35000000000000003,76.47262962500099,78.2191541250213,78.2208663750207,79.91985037503764,mostlygreen,green,0,0,0,0,3,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,5,0.05,0.4,,,,,79.93570645799628,,,,,,,79.92009595799027,80.91913774999557,0.6,0.4,80.92265245801536,82.66914954199456,82.6707830830128,83.71987075003562,mostlygreen,green,0,0,0,0,3,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,6,0.05,0.45,,,,,83.73575183301,,,,,,,83.72011095803464,84.71914000000106,0.55,0.45,84.72256354201818,86.469084958022,86.47086504200706,89.85320700000739,mostlyred,red,1,0,1,1,4,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
,,,,,,,,,,,7,0.025,0.4,,,,,89.86906724999426,,,,,,,89.85348908300512,90.85252725001192,0.6,0.4,90.85598258301616,92.60253137501422,92.60424399998737,93.41985620802734,mostlygreen,green,0,1,0,1,5,[],0,,,,,,,,,,,,,,,,,052026gb,001,2026-05-20_10h16.29.999,priming,,2026.1.3,59.996294980563626,2026-05-20 10h16.30.307704 -0700,
