label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,24.81910999899992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,37.13147087500147,,,,,,,37.11550204100058,38.11476095800026,0.5,0.5,38.12135945800037,39.86475375000009,39.866279583000505,44.06555287500123,allred,red,1,1000,1,0,0,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,1,0.2,0.3,,,,,44.08154325000032,,,,,,,44.06587704100093,45.06479600000057,0.7,0.3,45.06833995800116,46.814905750001344,46.81663150000168,51.032266541000354,mostlyred,red,1,1,1,0,0,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,2,0.1,0.09999999999999998,,,,,51.04814454100051,,,,,,,51.03257920800024,52.03152095800033,0.9,0.09999999999999998,52.03509458300141,53.78154325000105,53.78297041600126,55.99927995800135,allgreen,green,0,1,0,1,1,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,3,0.1,0.19999999999999998,,,,,56.014811291001024,,,,,,,55.99953091600037,56.99819750000097,0.8,0.19999999999999998,57.00170316600088,58.74814933300149,58.74990145800075,61.415592875000584,mostlygreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,4,0.1,0.3,,,,,61.43149233300028,,,,,,,61.41583716600144,62.41483941600018,0.7,0.3,62.41838000000098,64.16492566600027,64.16663325000081,65.71562441600145,mostlyred,red,1,0,1,1,2,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,5,0.05,0.19999999999999998,,,,,65.7315410830015,,,,,,,65.7158719580002,66.71477950000008,0.8,0.19999999999999998,66.71833358300137,68.46491800000149,68.46670087500024,69.48224120800114,mostlygreen,green,0,1,0,1,3,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,6,0.05,0.25,,,,,69.498134458001,,,,,,,69.48248450000028,70.48161579100088,0.75,0.25,70.48513970800013,72.23159070800102,72.23299750000115,74.51572762500109,mostlyred,red,1,0,1,1,4,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,7,0.025,0.2,,,,,74.53161208300116,,,,,,,74.51598229100091,75.51501283300058,0.8,0.2,75.51856187500016,77.26500275000035,77.26690770800087,79.66578329100048,mostlygreen,green,0,1,0,1,5,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,8,0.025,0.225,,,,,79.68159237500004,,,,,,,79.66603608300102,80.66494875000171,0.775,0.225,80.6684439160017,82.4150373750017,82.41642183300064,82.88243204100036,mostlygreen,green,0,0,0,0,5,[],0,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,9,0.025,0.25,,,,,82.89823491600146,,,,,,,82.88268166600028,83.88167354100005,0.75,0.25,83.88516658300068,85.63173995800025,85.63311266600067,86.49900912500016,mostlyred,red,1,0,1,1,6,[0.25],0.25,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,10,0.025,0.225,,,,,86.51496833300007,,,,,,,86.49925766600063,87.49831662500037,0.775,0.225,87.50176900000042,89.2483347080015,89.25007116600136,90.56565120800042,mostlygreen,green,0,1,0,1,7,"[0.25, 0.225]",0.2375,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,11,0.025,0.25,,,,,90.58159158300077,,,,,,,90.5658992080007,91.56508016600128,0.75,0.25,91.56852729100137,93.31503558300028,93.31681075000051,93.89914533299998,mostlygreen,green,0,0,0,0,7,"[0.25, 0.225]",0.2375,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,12,0.025,0.275,,,,,93.91497729100047,,,,,,,93.89940237500014,94.89828716600096,0.725,0.275,94.90173375000086,96.6483771660005,96.64995354100029,98.48234383300041,mostlygreen,green,0,0,0,0,7,"[0.25, 0.225]",0.2375,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,13,0.025,0.30000000000000004,,,,,98.49820833300146,,,,,,,98.48259262500142,99.48173275000045,0.7,0.30000000000000004,99.48525074999998,101.2317561660002,101.23315712500153,102.49905733300147,mostlyred,red,1,0,1,1,8,"[0.25, 0.225, 0.30000000000000004]",0.25833333333333336,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,14,0.025,0.275,,,,,102.5149470410015,,,,,,,102.49930837500142,103.49848616600138,0.725,0.275,103.50200491600117,105.24839745800091,105.25036558300053,106.84921954100173,mostlyred,red,1,1,1,0,8,"[0.25, 0.225, 0.30000000000000004]",0.25833333333333336,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
,,,,,,,,,,,15,0.025,0.25,,,,,106.8651312080001,,,,,,,106.84946962499998,107.84850720800023,0.75,0.25,107.85202225000103,109.59843479100164,109.60043512500124,110.81593791600062,mostlygreen,green,0,1,0,1,9,"[0.25, 0.225, 0.30000000000000004, 0.25]",0.25625,,,,,,,,,,,,,,,,,051226tj,001,2026-05-12_12h13.22.169,priming,,2026.1.3,59.977058654927504,2026-05-12 12h13.22.479909 -0700,
