label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.33199999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,26.26453445800007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,35.180442416999995,,,,,,,35.1649334169997,36.16411145799975,0.5,0.5,36.17101474999981,37.91386904199999,37.91912629199987,39.898351207999895,mostlyred,red,1,1000,1,0,0,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,1,0.1,0.3,,,,,39.91398858299999,,,,,,,39.898669749999954,40.89722120799979,0.7,0.3,40.90130991699971,42.64723249999997,42.64891754199971,44.165232082999864,mostlygreen,green,0,1,0,1,1,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,2,0.1,0.4,,,,,44.180425042000024,,,,,,,44.165497624999716,45.16474170799984,0.6,0.4,45.16890420799973,46.91385620799974,46.91552324999975,47.897982791999766,mostlygreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,3,0.1,0.5,,,,,47.91376624999975,,,,,,,47.89824933299997,48.89719391699964,0.5,0.5,48.90093533299978,50.647197416999916,50.648518666999735,51.38154404199986,mostlyred,red,1,0,1,1,2,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,4,0.1,0.4,,,,,51.397232583000005,,,,,,,51.381810374999986,52.38068249999969,0.6,0.4,52.38436445799971,54.130643874999805,54.13193112499994,55.481441916999756,mostlyred,red,1,1,1,0,2,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,5,0.05,0.30000000000000004,,,,,55.49714604199971,,,,,,,55.48171079199983,56.480609749999985,0.7,0.30000000000000004,56.48458737500005,58.23052199999984,58.231854916999964,59.51471908299982,mostlygreen,green,0,1,0,1,3,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,6,0.05,0.35000000000000003,,,,,59.53050379199976,,,,,,,59.51498745799972,60.513895124999635,0.6499999999999999,0.35000000000000003,60.517611957999634,62.26393608299986,62.26512245799995,62.881407832999685,mostlygreen,green,0,0,0,0,3,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
,,,,,,,,,,,7,0.05,0.4,,,,,62.89720604199965,,,,,,,62.881697082999835,63.880851082999925,0.6,0.4,63.88490720799973,65.63087833300006,65.63204170799963,66.88173941700006,mostlygreen,green,0,0,0,0,3,[],0,,,,,,,,,,,,,,,,,051226kg,001,2026-05-12_10h14.19.149,priming,,2026.1.3,59.997389993531314,2026-05-12 10h14.19.485922 -0700,
