label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,31.804011500033084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,58.26882720796857,,,,,,,58.25294412497897,59.252268915995955,0.5,0.5,59.2584800409968,61.00222525000572,61.00810887501575,64.95306295802584,mostlyred,red,1,1000,1,0,0,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,1,0.1,0.3,,,,,64.96881112497067,,,,,,,64.95333379099611,65.95213920797687,0.7,0.3,65.95562387502287,67.7021845409763,67.70381887501571,71.06962675001705,allgreen,green,0,1,0,1,1,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,2,0.1,0.4,,,,,71.08553079102421,,,,,,,71.06989829102531,72.06893370801117,0.6,0.4,72.07245724997483,73.81906408298528,73.8209669580101,75.80310987500707,allgreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,3,0.1,0.5,,,,,75.81898325000657,,,,,,,75.80343637499027,76.80234016600298,0.5,0.5,76.80588254099712,78.55233095801668,78.55417833296815,80.51968291599769,allgreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,4,0.1,0.6,,,,,80.53563699999359,,,,,,,80.51992708299076,81.51906008302467,0.4,0.6,81.52257612498943,83.26905000000261,83.27044266602024,85.28634579101345,allgreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,5,0.1,0.7,,,,,85.30219783302164,,,,,,,85.28659679100383,86.28567870799452,0.30000000000000004,0.7,86.28920420800569,88.0357829160057,88.03729941596976,89.43642970797373,allgreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,6,0.1,0.7999999999999999,,,,,89.45229566597845,,,,,,,89.43673787498847,90.43569883302553,0.20000000000000007,0.7999999999999999,90.43921983300243,92.18557370797498,92.18710812501376,94.65308808302507,mostlyred,red,1,0,1,1,2,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,7,0.05,0.7,,,,,94.66902962501626,,,,,,,94.65333470801124,95.65240795799764,0.30000000000000004,0.7,95.65589766600169,97.40239483298501,97.40395916602574,98.570174457971,mostlygreen,green,0,1,0,1,3,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,8,0.05,0.75,,,,,98.5856374159921,,,,,,,98.57043341599638,99.56896075000986,0.25,0.75,99.57242974999826,101.31895895797061,101.32077749999007,103.51982345798751,mostlyred,red,1,0,1,1,4,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,9,0.025,0.7,,,,,103.53575308300788,,,,,,,103.52014358300949,104.51918454101542,0.30000000000000004,0.7,104.52267541602487,106.26913912501186,106.27053787501063,107.13658258301439,mostlygreen,green,0,1,0,1,5,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,10,0.025,0.725,,,,,107.15239620802458,,,,,,,107.13688120798906,108.13579733297229,0.275,0.725,108.13920854101889,109.88577108300524,109.88751595799113,110.63655808300246,mostlygreen,green,0,0,0,0,5,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,11,0.025,0.75,,,,,110.65245837497059,,,,,,,110.6368677499704,111.63569920801092,0.25,0.75,111.63908624998294,113.38583441602532,113.38755562499864,115.66984366602264,mostlygreen,green,0,0,0,0,5,[],0,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,12,0.025,0.775,,,,,115.68574291601544,,,,,,,115.67009691597195,116.66918154101586,0.22499999999999998,0.775,116.67266841599485,118.41909412498353,118.42093479097821,122.00314804102527,mostlyred,red,1,0,1,1,6,[0.775],0.775,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
,,,,,,,,,,,13,0.025,0.75,,,,,122.0191087910207,,,,,,,122.00339641602477,123.0025458749733,0.25,0.75,123.00600462500006,124.75247495801887,124.7539159579901,125.52025341597619,mostlyred,red,1,1,1,0,6,[0.775],0.775,,,,,,,,,,,,,,,,,050526hf,001,2026-05-05_12h22.14.027,priming,,2026.1.3,60.0001049974908,2026-05-05 12h22.14.544040 -0700,
