label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,24.241134332998627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,53.32288966700071,,,,,,,53.30705254200075,54.30631608399926,0.5,0.5,54.31328245899931,56.05627962500148,56.062426791999314,57.70695695900213,mostlyred,red,1,1000,1,0,0,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,1,0.1,0.3,,,,,57.72290795899971,,,,,,,57.707222749999346,58.7062638339994,0.7,0.3,58.70979549999902,60.456291334001435,60.45795474999977,61.79030566700021,mostlygreen,green,0,1,0,1,1,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,2,0.1,0.4,,,,,61.806132000001526,,,,,,,61.79055095900185,62.789635375000216,0.6,0.4,62.793163000002096,64.53963933400155,64.54151154200008,65.70699170900116,mostlygreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,3,0.1,0.5,,,,,65.72281929200108,,,,,,,65.70724045899988,66.70631258399953,0.5,0.5,66.70989141700193,68.4562806670001,68.457962667002,71.89039970900194,mostlygreen,green,0,0,0,0,1,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,4,0.1,0.6,,,,,71.90615474999868,,,,,,,71.89064983400021,72.88950183400084,0.4,0.6,72.89296870900216,74.63967183400018,74.6409815420011,75.85701466699902,allred,red,1,0,1,1,2,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,5,0.1,0.5,,,,,75.872937791999,,,,,,,75.8572624590015,76.8562735839987,0.5,0.5,76.85965704200134,78.60634483399917,78.60819312500098,85.52375770900107,mostlyred,red,1,1,1,0,2,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,6,0.05,0.4,,,,,85.53971020899917,,,,,,,85.52400929199939,86.52307512500192,0.6,0.4,86.52655137500187,88.27306600000156,88.27437004199965,89.8070845000002,mostlygreen,green,0,1,0,1,3,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
,,,,,,,,,,,7,0.05,0.45,,,,,89.82303175000197,,,,,,,89.80733054200027,90.80636641700039,0.55,0.45,90.80976083399946,92.55645037499926,92.55821554200156,94.27372625000135,mostlyred,red,1,0,1,1,4,[],0,,,,,,,,,,,,,,,,,051226cm,001,2026-05-12_14h08.53.923,priming,,2026.1.3,60.00282025225579,2026-05-12 14h08.54.540040 -0700,
