label,LstartingStim,RstartingStim,LvisualStim,RvisualStim,audioCue,visualCue,probe_loc,thisN,thisTrialN,thisRepN,staircase.thisTrialN,staircase.stepSize,staircase.intensity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,stim offset,continue_resp.keys,continue_resp.rt,continue_resp.duration,fixation.started,fixation.stopped,greenContrast,redContrast,adjusted_contrast.started,adjusted_contrast.stopped,staircase_response.started,staircase_response.stopped,stair_response,probe_response,staircase.response,prevTrial,isRed,isReversal,cumReversal,contrastArray,contrastAverage,start_trial.started,start_trial.stopped,cue.started,cue.stopped,probe.started,probe.stopped,probe_response.started,probe_response.stopped,subjective_response.started,subjective_response.stopped,subj_response,RedContrast,GreenContrast,vividness_response.started,vividness_response.stopped,vivid_response,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,,,,,,,,,,,,space,42.23216354199394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,0,0.2,0.5,,,,,131.75967795800534,,,,,,,131.74361124999996,132.74311583300005,0.5,0.5,132.7489772500121,134.49304650000704,134.49638620800397,138.92719837500772,allgreen,green,0,1000,0,0,0,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,1,0.1,0.7,,,,,138.94306004101236,,,,,,,138.92744662500627,139.92640491601196,0.30000000000000004,0.7,139.93142720800824,141.67642100001103,141.6799772910017,144.87726441600535,mostlyred,red,1,0,1,1,1,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,2,0.1,0.6,,,,,144.8929777500016,,,,,,,144.87751429100172,145.8765598750033,0.4,0.6,145.88011408300372,147.62653287500143,147.62951587499992,151.74385216600785,mostlyred,red,1,1,1,0,1,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,3,0.1,0.5,,,,,151.75966154100024,,,,,,,151.74409737500537,152.74322750000283,0.5,0.5,152.74687379100942,154.4932372500043,154.49610654100252,155.2438367499999,allgreen,green,0,1,0,1,2,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,4,0.1,0.6,,,,,155.2597824580007,,,,,,,155.24408029101323,156.2432401660044,0.4,0.6,156.24676395801362,157.99325700000918,157.99587737501133,159.01060466600757,mostlygreen,green,0,0,0,0,2,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,5,0.05,0.7,,,,,159.02645420801127,,,,,,,159.01085004101333,160.009935375012,0.30000000000000004,0.7,160.0135342910071,161.75986241600185,161.76324037500308,163.74392729101237,mostlyred,red,1,0,1,1,3,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,6,0.05,0.6499999999999999,,,,,163.75978562500677,,,,,,,163.74417187500512,164.74323141601053,0.3500000000000001,0.6499999999999999,164.746947208012,166.49323433300015,166.49674695800059,167.26058266600012,mostlyred,red,1,1,1,0,3,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
,,,,,,,,,,,7,0.05,0.5999999999999999,,,,,167.27649529100745,,,,,,,167.2608339580038,168.25989862500865,0.40000000000000013,0.5999999999999999,168.26344220800092,170.0098744160059,170.0123605000117,171.32732479101105,mostlygreen,green,0,1,0,1,4,[],0,,,,,,,,,,,,,,,,,041726nc,001,2026-04-17_14h20.04.204,priming,,2026.1.3,60.01212244847201,2026-04-17 14h20.04.537162 -0700,
